i,j,name_i,name_j,distance_m,rssi_dbm,per,adjacent
0,1,0,1,14.1421,-71.3674,0,1
0,2,0,2,115.313,-112.801,1,0
0,3,0,3,362.829,-111.683,1,0
0,4,0,4,630.052,-124.966,1,0
0,5,0,5,970.152,-91.4176,0,1
0,6,0,6,1481.39,-100.215,0.0015,1
0,7,0,7,38.2099,-75.413,0,1
0,8,0,8,58.8982,-107.04,1,0
0,9,0,9,77.1557,-75.2938,0,1
0,10,0,10,99.7647,-81.0993,0,1
0,11,0,11,125.252,-77.3254,0,1
0,12,0,12,147.187,-90.8968,0,1
0,13,0,13,173.358,-83.9055,0,1
0,14,0,14,208.01,-93.5543,0,1
0,15,0,15,234.293,-92.8938,0,1
0,16,0,16,250.639,-106.447,1,0
0,17,0,17,269.676,-96.1637,0,1
0,18,0,18,287.367,-118.267,1,0
0,19,0,19,319.081,-103.307,0.15,1
0,20,0,20,347.922,-116.358,1,0
0,21,0,21,369.899,-99.8056,0.0015,1
0,22,0,22,397.434,-96.1925,0,1
0,23,0,23,425.763,-111.668,1,0
0,24,0,24,457.542,-105.867,1,0
0,25,0,25,487.222,-93.6088,0,1
0,26,0,26,513.361,-103.623,0.4,1
0,27,0,27,541.66,-121.475,1,0
0,28,0,28,565.701,-95.911,0,1
0,29,0,29,591.156,-88.2058,0,1
0,30,0,30,619.427,-108.893,1,0
0,31,0,31,647.716,-114.723,1,0
0,32,0,32,670.433,-124.762,1,0
0,33,0,33,689.534,-105.14,0.8,0
0,34,0,34,717.207,-107.077,1,0
0,35,0,35,739.024,-111.397,1,0
0,36,0,36,768.719,-106.62,1,0
0,37,0,37,790.069,-95.245,0,1
0,38,0,38,812.69,-127.44,1,0
0,39,0,39,839.422,-98.0799,0,1
0,40,0,40,857.055,-121.472,1,0
0,41,0,41,883.894,-122.634,1,0
0,42,0,42,909.449,-119.491,1,0
0,43,0,43,938.363,-129.854,1,0
0,44,0,44,965.207,-123.479,1,0
0,45,0,45,981.473,-104.051,0.4,1
0,46,0,46,999.142,-95.3808,0,1
0,47,0,47,1022.49,-119.562,1,0
0,48,0,48,1055.03,-112.868,1,0
0,49,0,49,1083.33,-127.427,1,0
0,50,0,50,1103.8,-127.135,1,0
0,51,0,51,1129.3,-128.517,1,0
0,52,0,52,1148.45,-126.044,1,0
0,53,0,53,1180.25,-96.5175,0,1
0,54,0,54,1214.91,-126.551,1,0
0,55,0,55,1242.41,-95.1237,0,1
0,56,0,56,1261.49,-104.616,0.8,0
0,57,0,57,1281.29,-100.622,0.006,1
0,58,0,58,1310.31,-96.3934,0,1
0,59,0,59,1339.98,-129.344,1,0
0,60,0,60,1369.7,-121.23,1,0
0,61,0,61,1393.84,-98.4943,0,1
0,62,0,62,1418.49,-118.435,1,0
0,63,0,63,1443.93,-111.711,1,0
0,64,0,64,1466.55,-121.868,1,0
0,65,0,65,1497.65,-133.5,1,0
0,66,0,66,1529.48,-111.839,1,0
0,67,0,67,1559.88,-116.865,1,0
0,68,0,68,1583.24,-103.569,0.4,1
0,69,0,69,1607.27,-123.473,1,0
0,70,0,70,1627.81,-107.493,1,0
0,71,0,71,1648.29,-108.638,1,0
0,72,0,72,1665.25,-101.791,0.03,1
0,73,0,73,1685.77,-123.672,1,0
0,74,0,74,1711.98,-127.679,1,0
0,75,0,DSO,14.1421,-88.0715,0,1
0,76,0,Market,14.1421,-71.1881,0,1
1,2,1,2,101.178,-72.5095,0,1
1,3,1,3,348.69,-83.8919,0,1
1,4,1,4,615.91,-117.472,1,0
1,5,1,5,956.009,-116.247,1,0
1,6,1,6,1467.25,-134.561,1,0
1,7,1,7,24.0832,-85.7359,0,1
1,8,1,8,44.8219,-94.6326,0,1
1,9,1,9,63.0317,-79.6072,0,1
1,10,1,10,85.6329,-81.5468,0,1
1,11,1,11,111.212,-90.4446,0,1
1,12,1,12,133.056,-105.728,1,0
1,13,1,13,159.226,-84.6015,0,1
1,14,1,14,193.876,-81.5557,0,1
1,15,1,15,220.166,-81.4658,0,1
1,16,1,16,236.516,-97.0692,0,1
1,17,1,17,255.548,-98.5952,0,1
1,18,1,18,273.24,-116.751,1,0
1,19,1,19,304.948,-85.2076,0,1
1,20,1,20,333.781,-93.89,0,1
1,21,1,21,355.76,-118.834,1,0
1,22,1,22,383.294,-94.8579,0,1
1,23,1,23,411.624,-88.7458,0,1
1,24,1,24,443.402,-89.8133,0,1
1,25,1,25,473.08,-106.167,1,0
1,26,1,26,499.219,-86.4167,0,1
1,27,1,27,527.519,-89.4659,0,1
1,28,1,28,551.56,-113.661,1,0
1,29,1,29,577.015,-123.574,1,0
1,30,1,30,605.285,-95.7805,0,1
1,31,1,31,633.574,-124.13,1,0
1,32,1,32,656.293,-98.64,0,1
1,33,1,33,675.394,-100.225,0.0015,1
1,34,1,34,703.069,-108.279,1,0
1,35,1,35,724.884,-112.257,1,0
1,36,1,36,754.579,-91.3648,0,1
1,37,1,37,775.931,-112.109,1,0
1,38,1,38,798.552,-112.687,1,0
1,39,1,39,825.281,-114.566,1,0
1,40,1,40,842.914,-96.061,0,1
1,41,1,41,869.752,-128.726,1,0
1,42,1,42,895.309,-114.288,1,0
1,43,1,43,924.221,-101.431,0.03,1
1,44,1,44,951.065,-119.231,1,0
1,45,1,45,967.331,-100.628,0.006,1
1,46,1,46,985,-95.6383,0,1
1,47,1,47,1008.34,-113.086,1,0
1,48,1,48,1040.89,-108.587,1,0
1,49,1,49,1069.19,-130.255,1,0
1,50,1,50,1089.66,-120.198,1,0
1,51,1,51,1115.16,-112.345,1,0
1,52,1,52,1134.31,-109.338,1,0
1,53,1,53,1166.11,-114.635,1,0
1,54,1,54,1200.77,-95.2635,0,1
1,55,1,55,1228.27,-124.081,1,0
1,56,1,56,1247.34,-115.032,1,0
1,57,1,57,1267.15,-95.5466,0,1
1,58,1,58,1296.17,-120.481,1,0
1,59,1,59,1325.83,-99.7246,0.0015,1
1,60,1,60,1355.55,-114.914,1,0
1,61,1,61,1379.7,-126.168,1,0
1,62,1,62,1404.35,-132.409,1,0
1,63,1,63,1429.79,-95.9737,0,1
1,64,1,64,1452.4,-118.38,1,0
1,65,1,65,1483.51,-130.427,1,0
1,66,1,66,1515.34,-131.422,1,0
1,67,1,67,1545.74,-117.09,1,0
1,68,1,68,1569.1,-101.088,0.006,1
1,69,1,69,1593.12,-113.64,1,0
1,70,1,70,1613.67,-101.404,0.03,1
1,71,1,71,1634.15,-131.627,1,0
1,72,1,72,1651.11,-128.327,1,0
1,73,1,73,1671.63,-111.242,1,0
1,74,1,74,1697.84,-112.181,1,0
1,75,1,DSO,28.2843,-82.2441,0,1
1,76,1,Market,28.2843,-67.3213,0,1
2,3,2,3,247.524,-105.64,1,0
2,4,2,4,514.844,-123.01,1,0
2,5,2,5,854.906,-104.765,0.8,0
2,6,2,6,1366.13,-108.297,1,0
2,7,2,7,77.1038,-92.2581,0,1
2,8,2,8,57.2014,-96.8568,0,1
2,9,2,9,38.833,-88.9737,0,1
2,10,2,10,15.5563,-84.5543,0,1
2,11,2,11,14.0357,-59.6735,0,1
2,12,2,12,31.8904,-97.0817,0,1
2,13,2,13,58.0517,-94.5607,0,1
2,14,2,14,92.6984,-95.9645,0,1
2,15,2,15,119.004,-99.0974,0,1
2,16,2,16,135.37,-104.344,0.4,1
2,17,2,17,154.383,-89.6057,0,1
2,18,2,18,172.073,-90.3464,0,1
2,19,2,19,203.769,-108.388,1,0
2,20,2,20,232.639,-89.807,0,1
2,21,2,21,254.594,-94.0544,0,1
2,22,2,22,282.144,-116.521,1,0
2,23,2,23,310.459,-111.628,1,0
2,24,2,24,342.251,-99.4868,0.0015,1
2,25,2,25,371.941,-118.339,1,0
2,26,2,26,398.107,-122.27,1,0
2,27,2,27,426.386,-84.739,0,1
2,28,2,28,450.494,-111.288,1,0
2,29,2,29,475.883,-105.151,0.8,0
2,30,2,30,504.172,-110.596,1,0
2,31,2,31,532.489,-89.1541,0,1
2,32,2,32,555.277,-91.1562,0,1
2,33,2,33,574.381,-118.338,1,0
2,34,2,34,602.097,-125.249,1,0
2,35,2,35,623.862,-90.1407,0,1
2,36,2,36,653.552,-105.978,1,0
2,37,2,37,674.959,-102.474,0.15,1
2,38,2,38,697.574,-111.684,1,0
2,39,2,39,724.244,-126.547,1,0
2,40,2,40,741.852,-105.408,1,0
2,41,2,41,768.664,-104.583,0.8,0
2,42,2,42,794.278,-99.1567,0,1
2,43,2,43,823.15,-120.503,1,0
2,44,2,44,849.972,-126.399,1,0
2,45,2,45,866.241,-121.293,1,0
2,46,2,46,883.894,-113.551,1,0
2,47,2,47,907.218,-102.885,0.15,1
2,48,2,48,939.752,-91.2513,0,1
2,49,2,49,968.05,-122.304,1,0
2,50,2,50,988.536,-116.262,1,0
2,51,2,51,1014.02,-97.9143,0,1
2,52,2,52,1033.15,-105.025,0.8,0
2,53,2,53,1064.96,-115.368,1,0
2,54,2,54,1099.62,-113.583,1,0
2,55,2,55,1127.14,-93.0761,0,1
2,56,2,56,1146.22,-128.299,1,0
2,57,2,57,1166.02,-121.372,1,0
2,58,2,58,1195.03,-107.515,1,0
2,59,2,59,1224.71,-112.263,1,0
2,60,2,60,1254.42,-129.986,1,0
2,61,2,61,1278.54,-124.394,1,0
2,62,2,62,1303.21,-118.911,1,0
2,63,2,63,1328.66,-112.84,1,0
2,64,2,64,1351.28,-94.924,0,1
2,65,2,65,1382.4,-105.249,0.8,0
2,66,2,66,1414.21,-131.864,1,0
2,67,2,67,1444.62,-128.139,1,0
2,68,2,68,1468.01,-122.647,1,0
2,69,2,69,1492.03,-117.205,1,0
2,70,2,70,1512.59,-135.164,1,0
2,71,2,71,1533.06,-98.1906,0,1
2,72,2,72,1550.02,-102.377,0.15,1
2,73,2,73,1570.54,-114.496,1,0
2,74,2,74,1596.77,-101.226,0.006,1
2,75,2,DSO,129.449,-103.629,0.4,1
2,76,2,Market,129.449,-111.222,1,0
3,4,3,4,267.589,-87.9038,0,1
3,5,3,5,607.474,-115.219,1,0
3,6,3,6,1118.67,-111.223,1,0
3,7,3,7,324.624,-84.5438,0,1
3,8,3,8,304.322,-90.5574,0,1
3,9,3,9,285.895,-111.019,1,0
3,10,3,10,263.078,-100.408,0.006,1
3,11,3,11,238.38,-109.377,1,0
3,12,3,12,215.678,-86.6951,0,1
3,13,3,13,189.51,-114.15,1,0
3,14,3,14,154.858,-77.447,0,1
3,15,3,15,128.725,-102.33,0.03,1
3,16,3,16,112.539,-93.4567,0,1
3,17,3,17,93.4345,-76.0572,0,1
3,18,3,18,75.8222,-76.1633,0,1
3,19,3,19,43.9318,-65.327,0,1
3,20,3,20,15.2643,-71.2023,0,1
3,21,3,21,7.07107,-49.7143,0,1
3,22,3,22,34.7131,-66.7807,0,1
3,23,3,23,62.9365,-68.7865,0,1
3,24,3,24,94.7629,-91.6014,0,1
3,25,3,25,124.483,-83.4268,0,1
3,26,3,26,150.748,-79.3267,0,1
3,27,3,27,178.933,-111.131,1,0
3,28,3,28,203.295,-89.3875,0,1
3,29,3,29,228.423,-100.404,0.006,1
3,30,3,30,256.759,-89.137,0,1
3,31,3,31,285.161,-102.891,0.15,1
3,32,3,32,308.183,-120.159,1,0
3,33,3,33,327.283,-115.656,1,0
3,34,3,34,355.124,-93.8166,0,1
3,35,3,35,376.701,-88.1631,0,1
3,36,3,36,406.362,-93.1994,0,1
3,37,3,37,427.937,-95.4711,0,1
3,38,3,38,450.522,-88.4128,0,1
3,39,3,39,477.001,-108.677,1,0
3,40,3,40,494.535,-108.363,1,0
3,41,3,41,521.276,-124.801,1,0
3,42,3,42,547.033,-103.154,0.15,1
3,43,3,43,575.795,-109.323,1,0
3,44,3,44,602.561,-101.99,0.03,1
3,45,3,45,618.835,-88.2536,0,1
3,46,3,46,636.453,-120.271,1,0
3,47,3,47,659.74,-120.089,1,0
3,48,3,48,692.258,-100.072,0.0015,1
3,49,3,49,720.545,-98.1484,0,1
3,50,3,50,741.053,-117.769,1,0
3,51,3,51,766.509,-121.651,1,0
3,52,3,52,785.634,-114.099,1,0
3,53,3,53,817.446,-105.44,1,0
3,54,3,54,852.099,-107.362,1,0
3,55,3,55,879.641,-125.104,1,0
3,56,3,56,898.74,-120.824,1,0
3,57,3,57,918.534,-120.823,1,0
3,58,3,58,947.527,-108.321,1,0
3,59,3,59,977.226,-113.726,1,0
3,60,3,60,1006.92,-108.871,1,0
3,61,3,61,1031.02,-97.3998,0,1
3,62,3,62,1055.71,-106.623,1,0
3,63,3,63,1081.17,-94.7508,0,1
3,64,3,64,1103.8,-98.6675,0,1
3,65,3,65,1134.92,-97.6293,0,1
3,66,3,66,1166.73,-130.503,1,0
3,67,3,67,1197.16,-95.0213,0,1
3,68,3,68,1220.58,-130.064,1,0
3,69,3,69,1244.59,-97.8765,0,1
3,70,3,70,1265.18,-124.998,1,0
3,71,3,71,1285.63,-102.887,0.15,1
3,72,3,72,1302.58,-118.625,1,0
3,73,3,73,1323.11,-122.628,1,0
3,74,3,74,1349.37,-95.7188,0,1
3,75,3,DSO,376.968,-105.591,1,0
3,76,3,Market,376.968,-109.375,1,0
4,5,4,5,340.137,-82.8115,0,1
4,6,4,6,851.375,-95.4694,0,1
4,7,4,7,591.883,-89.9999,0,1
4,8,4,8,571.342,-98.5885,0,1
4,9,4,9,552.959,-125.221,1,0
4,10,4,10,530.398,-100.601,0.006,1
4,11,4,11,505.942,-108.482,1,0
4,12,4,12,483.07,-96.3422,0,1
4,13,4,13,456.931,-93.0049,0,1
4,14,4,14,422.314,-87.1477,0,1
4,15,4,15,396.285,-93.7294,0,1
4,16,4,16,380.128,-89.3603,0,1
4,17,4,17,361.024,-112.58,1,0
4,18,4,18,343.402,-88.857,0,1
4,19,4,19,311.516,-89.363,0,1
4,20,4,20,282.285,-118.238,1,0
4,21,4,21,260.526,-103.248,0.15,1
4,22,4,22,232.88,-93.8642,0,1
4,23,4,23,204.795,-116.703,1,0
4,24,4,24,172.905,-78.4331,0,1
4,25,4,25,143.178,-108.667,1,0
4,26,4,26,116.846,-102.667,0.15,1
4,27,4,27,88.8651,-80.2447,0,1
4,28,4,28,64.3506,-79.7945,0,1
4,29,4,29,39.9625,-83.46,0,1
4,30,4,30,12.3693,-61.6974,0,1
4,31,4,31,17.8045,-81.485,0,1
4,32,4,32,40.8044,-103.161,0.15,1
4,33,4,33,59.8164,-100.372,0.006,1
4,34,4,34,87.8009,-106.267,1,0
4,35,4,35,109.124,-78.7062,0,1
4,36,4,36,138.773,-104.896,0.8,0
4,37,4,37,160.431,-76.525,0,1
4,38,4,38,182.981,-102.969,0.15,1
4,39,4,39,209.423,-80.8976,0,1
4,40,4,40,227.009,-80.3844,0,1
4,41,4,41,253.852,-99.2216,0,1
4,42,4,42,279.458,-113.158,1,0
4,43,4,43,308.312,-105.709,1,0
4,44,4,44,335.172,-112.684,1,0
4,45,4,45,351.433,-105.347,0.8,0
4,46,4,46,369.134,-101.231,0.006,1
4,47,4,47,392.552,-96.2486,0,1
4,48,4,48,425.141,-105.52,1,0
4,49,4,49,453.499,-124.352,1,0
4,50,4,50,473.865,-89.5627,0,1
4,51,4,51,499.46,-108.836,1,0
4,52,4,52,518.715,-91.8161,0,1
4,53,4,53,550.485,-101.697,0.03,1
4,54,4,54,585.137,-107.373,1,0
4,55,4,55,612.487,-109.456,1,0
4,56,4,56,631.513,-96.3099,0,1
4,57,4,57,651.332,-117.766,1,0
4,58,4,58,680.415,-124.989,1,0
4,59,4,59,710.004,-115.471,1,0
4,60,4,60,739.769,-107.544,1,0
4,61,4,61,764.054,-99.9355,0.0015,1
4,62,4,62,788.564,-94.9036,0,1
4,63,4,63,813.969,-92.5418,0,1
4,64,4,64,836.558,-120.696,1,0
4,65,4,65,867.643,-105.246,0.8,0
4,66,4,66,899.494,-99.2655,0,1
4,67,4,67,929.859,-116.233,1,0
4,68,4,68,953.189,-94.2301,0,1
4,69,4,69,977.223,-99.883,0.0015,1
4,70,4,70,997.758,-95.4735,0,1
4,71,4,71,1018.24,-121.943,1,0
4,72,4,72,1035.21,-98.465,0,1
4,73,4,73,1055.72,-94.8087,0,1
4,74,4,74,1081.93,-106.619,1,0
4,75,4,DSO,644.193,-98.2691,0,1
4,76,4,Market,644.193,-91.6688,0,1
5,6,5,6,511.243,-118.039,1,0
5,7,5,7,931.971,-96.7948,0,1
5,8,5,8,911.467,-98.6084,0,1
5,9,5,9,893.078,-127.935,1,0
5,10,5,10,870.463,-116.05,1,0
5,11,5,11,845.843,-113.285,1,0
5,12,5,12,823.103,-110.972,1,0
5,13,5,13,796.947,-123.291,1,0
5,14,5,14,762.308,-126.311,1,0
5,15,5,15,736.196,-113.948,1,0
5,16,5,16,719.974,-99.3544,0,1
5,17,5,17,700.872,-101.57,0.03,1
5,18,5,18,683.212,-91.0058,0,1
5,19,5,19,651.356,-117.073,1,0
5,20,5,20,622.28,-116.959,1,0
5,21,5,21,600.404,-108.155,1,0
5,22,5,22,572.8,-117.723,1,0
5,23,5,23,544.562,-115.87,1,0
5,24,5,24,512.711,-122.186,1,0
5,25,5,25,482.996,-91.9713,0,1
5,26,5,26,456.8,-122.15,1,0
5,27,5,27,428.544,-111.798,1,0
5,28,5,28,404.475,-84.3721,0,1
5,29,5,29,379.051,-100.323,0.0015,1
5,30,5,30,350.736,-91.9503,0,1
5,31,5,31,322.444,-110.988,1,0
5,32,5,32,299.977,-105.889,1,0
5,33,5,33,280.922,-110.901,1,0
5,34,5,34,253.622,-117.721,1,0
5,35,5,35,231.467,-94.8704,0,1
5,36,5,36,201.804,-115.782,1,0
5,37,5,37,181.177,-113.846,1,0
5,38,5,38,158.673,-97.9524,0,1
5,39,5,39,131.244,-82.1782,0,1
5,40,5,40,113.358,-109.389,1,0
5,41,5,41,86.3134,-70.7179,0,1
5,42,5,42,62.1289,-93.2047,0,1
5,43,5,43,32.45,-98.9545,0,1
5,44,5,44,5.38516,-61.9005,0,1
5,45,5,45,11.6619,-64.7921,0,1
5,46,5,46,29,-80.3638,0,1
5,47,5,47,52.6308,-72.7791,0,1
5,48,5,48,85.276,-94.4652,0,1
5,49,5,49,113.701,-73.7556,0,1
5,50,5,50,133.795,-96.1869,0,1
5,51,5,51,159.552,-93.8143,0,1
5,52,5,52,178.997,-113.78,1,0
5,53,5,53,210.64,-110.481,1,0
5,54,5,54,245.247,-116.218,1,0
5,55,5,55,272.391,-95.1151,0,1
5,56,5,56,291.383,-96.7605,0,1
5,57,5,57,311.207,-105.905,1,0
5,58,5,58,340.331,-120.845,1,0
5,59,5,59,369.872,-84.4311,0,1
5,60,5,60,399.656,-90.6682,0,1
5,61,5,61,424.053,-98.4077,0,1
5,62,5,62,448.448,-89.7636,0,1
5,63,5,63,473.838,-88.3296,0,1
5,64,5,64,496.421,-90.9964,0,1
5,65,5,65,527.509,-113.848,1,0
5,66,5,66,559.358,-106.856,1,0
5,67,5,67,589.729,-87.5978,0,1
5,68,5,68,613.111,-88.288,0,1
5,69,5,69,637.122,-106.142,1,0
5,70,5,70,657.707,-125.956,1,0
5,71,5,71,678.16,-126.756,1,0
5,72,5,72,695.115,-121.602,1,0
5,73,5,73,715.642,-102.138,0.03,1
5,74,5,74,741.904,-89.6839,0,1
5,75,5,DSO,984.294,-110.422,1,0
5,76,5,Market,984.294,-98.5865,0,1
6,7,6,7,1443.21,-99.0784,0,1
6,8,6,8,1422.71,-108.021,1,0
6,9,6,9,1404.32,-114.749,1,0
6,10,6,10,1381.69,-99.7243,0.0015,1
6,11,6,11,1357,-129.755,1,0
6,12,6,12,1334.32,-126.561,1,0
6,13,6,13,1308.16,-115.385,1,0
6,14,6,14,1273.52,-107.566,1,0
6,15,6,15,1247.38,-104.855,0.8,0
6,16,6,16,1231.13,-131.087,1,0
6,17,6,17,1212.03,-107.53,1,0
6,18,6,18,1194.36,-116.5,1,0
6,19,6,19,1162.53,-128.835,1,0
6,20,6,20,1133.5,-127.918,1,0
6,21,6,21,1111.59,-102.255,0.03,1
6,22,6,22,1084.01,-126.166,1,0
6,23,6,23,1055.74,-93.1027,0,1
6,24,6,24,1023.91,-128.097,1,0
6,25,6,25,994.201,-130.255,1,0
6,26,6,26,968.029,-109.789,1,0
6,27,6,27,939.752,-108.335,1,0
6,28,6,28,915.717,-112.765,1,0
6,29,6,29,890.254,-104.518,0.8,0
6,30,6,30,861.963,-122.33,1,0
6,31,6,31,833.686,-113.179,1,0
6,32,6,32,811.141,-101.287,0.006,1
6,33,6,33,792.062,-94.7124,0,1
6,34,6,34,764.587,-108.955,1,0
6,35,6,35,742.571,-127.093,1,0
6,36,6,36,712.877,-112.701,1,0
6,37,6,37,691.834,-101.021,0.006,1
6,38,6,38,669.216,-88.8089,0,1
6,39,6,39,642.179,-125.943,1,0
6,40,6,40,624.443,-111.325,1,0
6,41,6,41,597.526,-95.9391,0,1
6,42,6,42,572.242,-104.175,0.4,1
6,43,6,43,543.124,-96.3222,0,1
6,44,6,44,516.205,-118.227,1,0
6,45,6,45,499.949,-120.207,1,0
6,46,6,46,482.249,-97.9514,0,1
6,47,6,47,458.926,-94.3218,0,1
6,48,6,48,426.433,-119.989,1,0
6,49,6,49,398.207,-116.282,1,0
6,50,6,50,377.619,-106.332,1,0
6,51,6,51,352.278,-104.37,0.4,1
6,52,6,52,333.378,-89.4954,0,1
6,53,6,53,301.559,-88.9141,0,1
6,54,6,54,266.993,-111.723,1,0
6,55,6,55,239.107,-102.802,0.15,1
6,56,6,56,219.939,-103.003,0.15,1
6,57,6,57,200.172,-79.6298,0,1
6,58,6,58,171.406,-78.5131,0,1
6,59,6,59,141.485,-75.3253,0,1
6,60,6,60,112.045,-89.4718,0,1
6,61,6,61,89.5879,-72.7096,0,1
6,62,6,62,63.6003,-94.9081,0,1
6,63,6,63,38.0132,-79.2515,0,1
6,64,6,64,15.2643,-92.0938,0,1
6,65,6,65,16.2788,-78.9848,0,1
6,66,6,66,48.2701,-65.3658,0,1
6,67,6,67,78.492,-104.273,0.4,1
6,68,6,68,102.303,-110.944,1,0
6,69,6,69,126.063,-105.134,0.8,0
6,70,6,70,146.986,-90.085,0,1
6,71,6,71,167.171,-86.3275,0,1
6,72,6,72,184.043,-115.926,1,0
6,73,6,73,204.629,-81.1857,0,1
6,74,6,74,231.141,-103.142,0.15,1
6,75,6,DSO,1495.53,-101.482,0.03,1
6,76,6,Market,1495.53,-128.326,1,0
7,8,7,8,21.4709,-66.6929,0,1
7,9,7,9,39.2046,-86.5314,0,1
7,10,7,10,61.5549,-84.1568,0,1
7,11,7,11,87.2009,-95.6097,0,1
7,12,7,12,108.977,-86.3305,0,1
7,13,7,13,135.148,-85.7155,0,1
7,14,7,14,169.8,-104.27,0.4,1
7,15,7,15,196.084,-100.998,0.006,1
7,16,7,16,212.434,-106.121,1,0
7,17,7,17,231.467,-108.967,1,0
7,18,7,18,249.159,-82.5947,0,1
7,19,7,19,280.872,-114.979,1,0
7,20,7,20,309.726,-82.9545,0,1
7,21,7,21,331.694,-112.294,1,0
7,22,7,22,359.235,-114.36,1,0
7,23,7,23,387.559,-111.365,1,0
7,24,7,24,419.344,-120.149,1,0
7,25,7,25,449.027,-119.301,1,0
7,26,7,26,475.176,-85.3998,0,1
7,27,7,27,503.468,-98.6229,0,1
7,28,7,28,527.532,-96.6893,0,1
7,29,7,29,552.965,-113.362,1,0
7,30,7,30,581.242,-105.658,1,0
7,31,7,31,609.541,-105.411,1,0
7,32,7,32,632.282,-102.087,0.03,1
7,33,7,33,651.384,-103.237,0.15,1
7,34,7,34,679.071,-97.9232,0,1
7,35,7,35,700.872,-105.021,0.8,0
7,36,7,36,730.565,-89.8761,0,1
7,37,7,37,751.934,-105.259,0.8,0
7,38,7,38,774.553,-110.724,1,0
7,39,7,39,801.265,-102.447,0.15,1
7,40,7,40,818.889,-95.1485,0,1
7,41,7,41,845.719,-115.097,1,0
7,42,7,42,871.294,-112.938,1,0
7,43,7,43,900.194,-107.973,1,0
7,44,7,44,927.03,-97.7313,0,1
7,45,7,45,943.297,-130.121,1,0
7,46,7,46,960.96,-108.173,1,0
7,47,7,47,984.297,-118.651,1,0
7,48,7,48,1016.84,-119.209,1,0
7,49,7,49,1045.14,-100.002,0.0015,1
7,50,7,50,1065.62,-103.184,0.15,1
7,51,7,51,1091.1,-109.502,1,0
7,52,7,52,1110.25,-92.9846,0,1
7,53,7,53,1142.06,-106.564,1,0
7,54,7,54,1176.71,-101.884,0.03,1
7,55,7,55,1204.22,-125.196,1,0
7,56,7,56,1223.3,-94.7051,0,1
7,57,7,57,1243.1,-128.766,1,0
7,58,7,58,1272.12,-131.162,1,0
7,59,7,59,1301.79,-130.121,1,0
7,60,7,60,1331.5,-125.447,1,0
7,61,7,61,1355.64,-120.828,1,0
7,62,7,62,1380.3,-115.179,1,0
7,63,7,63,1405.74,-105.443,1,0
7,64,7,64,1428.36,-95.4315,0,1
7,65,7,65,1459.47,-105.055,0.8,0
7,66,7,66,1491.29,-107.099,1,0
7,67,7,67,1521.69,-129.519,1,0
7,68,7,68,1545.06,-117.084,1,0
7,69,7,69,1569.09,-116.698,1,0
7,70,7,70,1589.64,-130.098,1,0
7,71,7,71,1610.12,-127.9,1,0
7,72,7,72,1627.08,-103.309,0.15,1
7,73,7,73,1647.6,-118.913,1,0
7,74,7,74,1673.82,-99.4922,0.0015,1
7,75,7,DSO,52.345,-95.3794,0,1
7,76,7,Market,52.345,-67.8246,0,1
8,9,8,9,18.4391,-77.7515,0,1
8,10,8,10,41.8808,-81.8688,0,1
8,11,8,11,68.4763,-99.2224,0,1
8,12,8,12,89.0225,-71.4389,0,1
8,13,8,13,115.109,-95.6527,0,1
8,14,8,14,149.683,-77.8609,0,1
8,15,8,15,176.051,-95.2174,0,1
8,16,8,16,192.44,-109.833,1,0
8,17,8,17,211.4,-91.8859,0,1
8,18,8,18,229.079,-104.328,0.4,1
8,19,8,19,260.68,-82.7267,0,1
8,20,8,20,289.353,-111.819,1,0
8,21,8,21,311.387,-96.6592,0,1
8,22,8,22,338.87,-110.504,1,0
8,23,8,23,367.234,-86.1601,0,1
8,24,8,24,398.969,-93.2234,0,1
8,25,8,25,428.621,-123.63,1,0
8,26,8,26,454.714,-86.6077,0,1
8,27,8,27,483.041,-92.6204,0,1
8,28,8,28,506.996,-97.025,0,1
8,29,8,29,532.531,-118.677,1,0
8,30,8,30,560.772,-121.256,1,0
8,31,8,31,589.024,-122.077,1,0
8,32,8,32,611.68,-90.3316,0,1
8,33,8,33,630.779,-115.21,1,0
8,34,8,34,658.426,-114.46,1,0
8,35,8,35,680.273,-111.11,1,0
8,36,8,36,709.97,-96.1962,0,1
8,37,8,37,731.285,-95.3968,0,1
8,38,8,38,753.908,-110.114,1,0
8,39,8,39,780.678,-108.201,1,0
8,40,8,40,798.331,-125.875,1,0
8,41,8,41,825.194,-103.814,0.4,1
8,42,8,42,850.699,-109.278,1,0
8,43,8,43,879.645,-99.564,0.0015,1
8,44,8,44,906.512,-124.705,1,0
8,45,8,45,922.775,-114.679,1,0
8,46,8,46,940.462,-124.694,1,0
8,47,8,47,963.83,-103.847,0.4,1
8,48,8,48,996.386,-97.216,0,1
8,49,8,49,1024.71,-128.54,1,0
8,50,8,50,1045.15,-113.672,1,0
8,51,8,51,1070.67,-128.655,1,0
8,52,8,52,1089.84,-111.107,1,0
8,53,8,53,1121.65,-102.958,0.15,1
8,54,8,54,1156.3,-101.685,0.03,1
8,55,8,55,1183.77,-97.5772,0,1
8,56,8,56,1202.82,-110.913,1,0
8,57,8,57,1222.63,-101.141,0.006,1
8,58,8,58,1251.68,-112.837,1,0
8,59,8,59,1281.32,-113.813,1,0
8,60,8,60,1311.05,-107.36,1,0
8,61,8,61,1335.23,-123.331,1,0
8,62,8,62,1359.85,-94.7025,0,1
