i,j,name_i,name_j,distance_m,rssi_dbm,per,adjacent
40,64,40,64,609.659,-115.104,1,0
40,65,40,65,640.715,-105.636,1,0
40,66,40,66,672.593,-113.802,1,0
40,67,40,67,702.915,-115.513,1,0
40,68,40,68,726.199,-100.721,0.006,1
40,69,40,69,750.243,-107.13,1,0
40,70,40,70,770.758,-103.349,0.15,1
40,71,40,71,791.253,-117.815,1,0
40,72,40,72,808.223,-95.0687,0,1
40,73,40,73,828.73,-117.31,1,0
40,74,40,74,854.927,-110.907,1,0
40,75,40,DSO,871.197,-118.364,1,0
40,76,40,Market,871.197,-114.788,1,0
41,42,41,42,27.313,-85.1476,0,1
41,43,41,43,54.5619,-74.6429,0,1
41,44,41,44,81.3204,-75.9194,0,1
41,45,41,45,97.5807,-111.166,1,0
41,46,41,46,115.313,-103.346,0.15,1
41,47,41,47,138.852,-80.2144,0,1
41,48,41,48,171.493,-107.603,1,0
41,49,41,49,199.905,-106.443,1,0
41,50,41,50,220.102,-114.693,1,0
41,51,41,51,245.815,-105.383,1,0
41,52,41,52,265.198,-89.4984,0,1
41,53,41,53,296.892,-113.082,1,0
41,54,41,54,331.518,-89.1535,0,1
41,55,41,55,358.705,-107.32,1,0
41,56,41,56,377.69,-98.8629,0,1
41,57,41,57,397.517,-112.711,1,0
41,58,41,58,426.644,-97.1001,0,1
41,59,41,59,456.177,-106.312,1,0
41,60,41,60,485.968,-118.027,1,0
41,61,41,61,510.358,-111.736,1,0
41,62,41,62,534.76,-110.78,1,0
41,63,41,63,560.143,-99.5483,0.0015,1
41,64,41,64,582.718,-117.385,1,0
41,65,41,65,613.795,-106.493,1,0
41,66,41,66,645.654,-104.983,0.8,0
41,67,41,67,676.007,-89.324,0,1
41,68,41,68,699.346,-92.5477,0,1
41,69,41,69,723.373,-105.886,1,0
41,70,41,70,743.925,-93.7082,0,1
41,71,41,71,764.398,-127.656,1,0
41,72,41,72,781.361,-104.47,0.8,0
41,73,41,73,801.879,-123.389,1,0
41,74,41,74,828.109,-97.7919,0,1
41,75,41,DSO,898.036,-128.062,1,0
41,76,41,Market,898.036,-123.572,1,0
42,43,42,43,29.6816,-73.491,0,1
42,44,42,44,56.8595,-90.7577,0,1
42,45,42,45,72.8011,-96.0238,0,1
42,46,42,46,90.802,-98.3919,0,1
42,47,42,47,114.621,-97.2238,0,1
42,48,42,48,147.201,-94.6788,0,1
42,49,42,49,175.602,-84.744,0,1
42,50,42,50,195.389,-81.0212,0,1
42,51,42,51,221.298,-85.2046,0,1
42,52,42,52,240.84,-88.7139,0,1
42,53,42,53,272.369,-92.3645,0,1
42,54,42,54,306.91,-99.8805,0.0015,1
42,55,42,55,333.768,-103.639,0.4,1
42,56,42,56,352.619,-90.566,0,1
42,57,42,57,372.465,-96.698,0,1
42,58,42,58,401.693,-84.7731,0,1
42,59,42,59,431.051,-103.736,0.4,1
42,60,42,60,460.918,-114.125,1,0
42,61,42,61,485.507,-120.135,1,0
42,62,42,62,509.684,-114.819,1,0
42,63,42,63,534.993,-118.279,1,0
42,64,42,64,557.503,-99.8168,0.0015,1
42,65,42,65,588.518,-108.936,1,0
42,66,42,66,620.426,-121.27,1,0
42,67,42,67,650.692,-95.2081,0,1
42,68,42,68,673.891,-105.386,1,0
42,69,42,69,697.958,-116.587,1,0
42,70,42,70,718.422,-123.391,1,0
42,71,42,71,738.943,-120.378,1,0
42,72,42,72,755.924,-115.528,1,0
42,73,42,73,776.415,-107.088,1,0
42,74,42,74,802.569,-113.007,1,0
42,75,42,DSO,923.59,-124.011,1,0
42,76,42,Market,923.59,-99.0149,0,1
43,44,43,44,27.2029,-76.0172,0,1
43,45,43,45,43.2782,-85.5834,0,1
43,46,43,46,61.2209,-104.555,0.8,0
43,47,43,47,85,-106.042,1,0
43,48,43,48,117.614,-75.1211,0,1
43,49,43,49,146.031,-87.1649,0,1
43,50,43,50,165.952,-95.6874,0,1
43,51,43,51,191.802,-112.171,1,0
43,52,43,52,211.303,-113.101,1,0
43,53,43,53,242.887,-115.734,1,0
43,54,43,54,277.462,-114.692,1,0
43,55,43,55,304.454,-94.5404,0,1
43,56,43,56,323.371,-113.723,1,0
43,57,43,57,343.21,-109.71,1,0
43,58,43,58,372.392,-103.286,0.15,1
43,59,43,59,401.838,-119.726,1,0
43,60,43,60,431.669,-117.209,1,0
43,61,43,61,456.169,-87.8866,0,1
43,62,43,62,480.451,-104.761,0.8,0
43,63,43,63,505.799,-120.899,1,0
43,64,43,64,528.346,-120.043,1,0
43,65,43,65,559.397,-94.2642,0,1
43,66,43,66,591.278,-117.147,1,0
43,67,43,67,621.596,-121.537,1,0
43,68,43,68,644.883,-104.972,0.8,0
43,69,43,69,668.925,-114.868,1,0
43,70,43,70,689.447,-93.459,0,1
43,71,43,71,709.937,-102.474,0.15,1
43,72,43,72,726.906,-107.892,1,0
43,73,43,73,747.415,-95.2025,0,1
43,74,43,74,773.621,-92.6123,0,1
43,75,43,DSO,952.505,-116.668,1,0
43,76,43,Market,952.505,-126.78,1,0
44,45,44,45,16.2788,-89.8202,0,1
44,46,44,46,34.0588,-64.4391,0,1
44,47,44,47,57.8014,-99.7889,0.0015,1
44,48,44,48,90.4268,-104.364,0.4,1
44,49,44,49,118.849,-98.3057,0,1
44,50,44,50,138.852,-89.1878,0,1
44,51,44,51,164.657,-114.26,1,0
44,52,44,52,184.133,-113.872,1,0
44,53,44,53,215.745,-101.952,0.03,1
44,54,44,54,250.338,-112.077,1,0
44,55,44,55,277.417,-88.4522,0,1
44,56,44,56,296.38,-116.287,1,0
44,57,44,57,316.21,-98.849,0,1
44,58,44,58,345.358,-88.4489,0,1
44,59,44,59,374.863,-96.6235,0,1
44,60,44,60,404.665,-118.169,1,0
44,61,44,61,429.104,-124.005,1,0
44,62,44,62,453.455,-116.772,1,0
44,63,44,63,478.829,-100.489,0.006,1
44,64,44,64,501.399,-110.141,1,0
44,65,44,65,532.474,-125.91,1,0
44,66,44,66,564.335,-120.583,1,0
44,67,44,67,594.687,-107.914,1,0
44,68,44,68,618.037,-119.904,1,0
44,69,44,69,642.059,-94.7189,0,1
44,70,44,70,662.623,-92.6127,0,1
44,71,44,71,683.089,-91.3487,0,1
44,72,44,72,700.049,-105.022,0.8,0
44,73,44,73,720.57,-103.642,0.4,1
44,74,44,74,746.813,-124.492,1,0
44,75,44,DSO,979.349,-96.4317,0,1
44,76,44,Market,979.349,-129.762,1,0
45,46,45,46,18.0278,-82.1758,0,1
45,47,45,47,41.8808,-83.0832,0,1
45,48,45,48,74.4043,-85.665,0,1
45,49,45,49,102.801,-82.6326,0,1
45,50,45,50,122.674,-113.088,1,0
45,51,45,51,148.529,-108.602,1,0
45,52,45,52,168.048,-113.383,1,0
45,53,45,53,199.612,-115.583,1,0
45,54,45,54,234.184,-85.0368,0,1
45,55,45,55,261.199,-87.7096,0,1
45,56,45,56,280.143,-96.4191,0,1
45,57,45,57,299.977,-85.4255,0,1
45,58,45,58,329.14,-100.487,0.006,1
45,59,45,59,358.621,-86.6196,0,1
45,60,45,60,388.434,-105.901,1,0
45,61,45,61,412.903,-101.469,0.03,1
45,62,45,62,437.221,-115.705,1,0
45,63,45,63,462.586,-89.3785,0,1
45,64,45,64,485.149,-104.881,0.8,0
45,65,45,65,516.219,-108.784,1,0
45,66,45,66,548.085,-103.253,0.15,1
45,67,45,67,578.429,-99.9398,0.0015,1
45,68,45,68,601.768,-97.7448,0,1
45,69,45,69,625.793,-91.7688,0,1
45,70,45,70,646.351,-124.318,1,0
45,71,45,71,666.82,-113.623,1,0
45,72,45,72,683.781,-89.2654,0,1
45,73,45,73,704.301,-115.714,1,0
45,74,45,74,730.54,-121.794,1,0
45,75,45,DSO,995.615,-115.238,1,0
45,76,45,Market,995.615,-99.1768,0,1
46,47,46,47,23.8537,-75.3482,0,1
46,48,46,48,56.4004,-94.1321,0,1
46,49,46,49,84.8116,-108.936,1,0
46,50,46,50,104.805,-86.2922,0,1
46,51,46,51,130.599,-82.0524,0,1
46,52,46,52,150.083,-114.171,1,0
46,53,46,53,181.687,-97.0622,0,1
46,54,46,54,216.28,-83.2874,0,1
46,55,46,55,243.393,-90.4593,0,1
46,56,46,56,262.383,-87.5577,0,1
46,57,46,57,282.207,-113.819,1,0
46,58,46,58,311.333,-117.118,1,0
46,59,46,59,340.872,-92.0696,0,1
46,60,46,60,370.656,-106.392,1,0
46,61,46,61,395.062,-85.5123,0,1
46,62,46,62,419.448,-96.4996,0,1
46,63,46,63,444.838,-90.2849,0,1
46,64,46,64,467.424,-85.101,0,1
46,65,46,65,498.515,-88.9177,0,1
46,66,46,66,530.36,-95.2715,0,1
46,67,46,67,560.736,-100.073,0.0015,1
46,68,46,68,584.132,-92.8226,0,1
46,69,46,69,608.138,-104.213,0.4,1
46,70,46,70,628.733,-95.7829,0,1
46,71,46,71,649.179,-116.136,1,0
46,72,46,72,666.132,-124,1,0
46,73,46,73,686.662,-93.5864,0,1
46,74,46,74,712.933,-123.661,1,0
46,75,46,DSO,1013.28,-123.028,1,0
46,76,46,Market,1013.28,-119.802,1,0
47,48,47,48,32.6497,-72.4162,0,1
47,49,47,49,61.0737,-86.2132,0,1
47,50,47,50,81.3204,-74.7774,0,1
47,51,47,51,106.963,-105.346,0.8,0
47,52,47,52,126.372,-112.911,1,0
47,53,47,53,158.041,-95.4847,0,1
47,54,47,54,192.666,-97.3404,0,1
47,55,47,55,219.939,-93.0618,0,1
47,56,47,56,239.002,-88.2127,0,1
47,57,47,57,258.805,-90.9598,0,1
47,58,47,58,287.863,-92.1524,0,1
47,59,47,59,317.492,-118.7,1,0
47,60,47,60,347.225,-121.768,1,0
47,61,47,61,371.528,-98.5556,0,1
47,62,47,62,396.02,-114.924,1,0
47,63,47,63,421.445,-103.886,0.4,1
47,64,47,64,444.063,-84.8894,0,1
47,65,47,65,475.184,-95.391,0,1
47,66,47,66,506.996,-86.1472,0,1
47,67,47,67,537.418,-121.681,1,0
47,68,47,68,560.897,-107.234,1,0
47,69,47,69,584.873,-102.348,0.03,1
47,70,47,70,605.521,-103.232,0.15,1
47,71,47,71,625.934,-99.5098,0.0015,1
47,72,47,72,642.872,-95.8257,0,1
47,73,47,73,663.417,-116.816,1,0
47,74,47,74,689.734,-106.451,1,0
47,75,47,DSO,1036.63,-99.6235,0.0015,1
47,76,47,Market,1036.63,-96.6317,0,1
48,49,48,49,28.4253,-65.478,0,1
48,50,48,50,48.8365,-72.5433,0,1
48,51,48,51,74.3303,-102.579,0.15,1
48,52,48,52,93.723,-97.9026,0,1
48,53,48,53,125.399,-103.408,0.4,1
48,54,48,54,160.031,-103.337,0.15,1
48,55,48,55,187.385,-100.752,0.006,1
48,56,48,56,206.495,-87.6748,0,1
48,57,48,57,226.279,-88.4847,0,1
48,58,48,58,255.29,-93.5019,0,1
48,59,48,59,284.972,-105.702,1,0
48,60,48,60,314.67,-114.016,1,0
48,61,48,61,338.917,-107.812,1,0
48,62,48,62,363.464,-115.149,1,0
48,63,48,63,388.909,-96.5759,0,1
48,64,48,64,411.546,-106.004,1,0
48,65,48,65,442.685,-87.2977,0,1
48,66,48,66,474.473,-96.83,0,1
48,67,48,67,504.924,-120.962,1,0
48,68,48,68,528.459,-125.392,1,0
48,69,48,69,552.414,-104.92,0.8,0
48,70,48,70,573.099,-103.765,0.4,1
48,71,48,71,593.485,-117.699,1,0
48,72,48,72,610.414,-115.391,1,0
48,73,48,73,630.968,-97.8319,0,1
48,74,48,74,657.317,-122.751,1,0
48,75,48,DSO,1069.17,-115.913,1,0
48,76,48,Market,1069.17,-131.148,1,0
49,50,49,50,21.095,-75.3116,0,1
49,51,49,51,45.9674,-72.9017,0,1
49,52,49,52,65.2993,-83.2584,0,1
49,53,49,53,97,-75.8231,0,1
49,54,49,54,131.643,-79.1327,0,1
49,55,49,55,159.113,-95.1954,0,1
49,56,49,56,178.281,-86.469,0,1
49,57,49,57,198.035,-100.093,0.0015,1
49,58,49,58,226.982,-81.9697,0,1
49,59,49,59,256.727,-79.8892,0,1
49,60,49,60,286.379,-92.9294,0,1
49,61,49,61,310.556,-104.124,0.4,1
49,62,49,62,335.169,-111.85,1,0
49,63,49,63,360.636,-88.1685,0,1
49,64,49,64,383.294,-107.947,1,0
49,65,49,65,414.451,-95.6212,0,1
49,66,49,66,446.212,-111.563,1,0
49,67,49,67,476.693,-124.477,1,0
49,68,49,68,500.289,-85.9959,0,1
49,69,49,69,524.218,-121.566,1,0
49,70,49,70,544.942,-113.538,1,0
49,71,49,71,565.301,-124.445,1,0
49,72,49,72,582.217,-107.105,1,0
49,73,49,73,602.78,-89.6049,0,1
49,74,49,74,629.162,-96.8878,0,1
49,75,49,DSO,1097.47,-116.484,1,0
49,76,49,Market,1097.47,-99.48,0.0015,1
50,51,50,51,26.0768,-62.8287,0,1
50,52,50,52,45.793,-72.2915,0,1
50,53,50,53,77.0065,-83.6041,0,1
50,54,50,54,111.521,-106.394,1,0
50,55,50,55,138.622,-103.411,0.4,1
50,56,50,56,157.686,-114.936,1,0
50,57,50,57,177.485,-79.7205,0,1
50,58,50,58,206.553,-114.526,1,0
50,59,50,59,236.174,-96.3335,0,1
50,60,50,60,265.906,-94.0655,0,1
50,61,50,61,290.259,-96.0965,0,1
50,62,50,62,314.701,-112.843,1,0
50,63,50,63,340.125,-98.9462,0,1
50,64,50,64,362.746,-104.726,0.8,0
50,65,50,65,393.874,-108.348,1,0
50,66,50,66,425.678,-116.916,1,0
50,67,50,67,456.111,-110.571,1,0
50,68,50,68,479.627,-104.643,0.8,0
50,69,50,69,503.587,-100.155,0.0015,1
50,70,50,70,524.264,-109.665,1,0
50,71,50,71,544.656,-121.934,1,0
50,72,50,72,561.587,-118.155,1,0
50,73,50,73,582.138,-97.5429,0,1
50,74,50,74,608.482,-91.3705,0,1
50,75,50,DSO,1117.95,-95.2124,0,1
50,76,50,Market,1117.95,-114.125,1,0
51,52,51,52,19.7231,-63.2624,0,1
51,53,51,53,51.0882,-80.4819,0,1
51,54,51,54,85.703,-81.3696,0,1
51,55,51,55,113.172,-96.9233,0,1
51,56,51,56,132.382,-96.9963,0,1
51,57,51,57,152.109,-113.671,1,0
51,58,51,58,181.019,-86.81,0,1
51,59,51,59,210.794,-93.8663,0,1
51,60,51,60,240.42,-86.6461,0,1
51,61,51,61,264.594,-95.8467,0,1
51,62,51,62,289.208,-118.863,1,0
51,63,51,63,314.682,-113.259,1,0
51,64,51,64,337.35,-120.332,1,0
51,65,51,65,368.517,-108.808,1,0
51,66,51,66,400.262,-88.008,0,1
51,67,51,67,430.759,-100.116,0.0015,1
51,68,51,68,454.394,-110.02,1,0
51,69,51,69,478.305,-112.829,1,0
51,70,51,70,499.056,-96.343,0,1
51,71,51,71,519.394,-102.146,0.03,1
51,72,51,72,536.302,-89.2893,0,1
51,73,51,73,556.871,-92.0358,0,1
51,74,51,74,583.275,-99.5575,0.0015,1
51,75,51,DSO,1143.44,-110.866,1,0
51,76,51,Market,1143.44,-119.227,1,0
52,53,52,53,31.8277,-75.1091,0,1
52,54,52,54,66.468,-71.6072,0,1
52,55,52,55,94.3663,-79.8913,0,1
52,56,52,56,113.701,-95.4876,0,1
52,57,52,57,133.304,-111.204,1,0
52,58,52,58,162.003,-96.4784,0,1
52,59,52,59,191.919,-104.924,0.8,0
52,60,52,60,221.416,-89.9301,0,1
52,61,52,61,245.392,-103.426,0.4,1
52,62,52,62,270.174,-97.0456,0,1
52,63,52,63,295.692,-110.959,1,0
52,64,52,64,318.399,-101.839,0.03,1
52,65,52,65,349.597,-104.226,0.4,1
52,66,52,66,381.278,-105.409,1,0
52,67,52,67,411.83,-111.992,1,0
52,68,52,68,435.574,-100.291,0.0015,1
52,69,52,69,459.436,-122.143,1,0
52,70,52,70,480.252,-113.618,1,0
52,71,52,71,500.537,-120.17,1,0
52,72,52,72,517.421,-120.808,1,0
52,73,52,73,538.004,-92.9896,0,1
52,74,52,74,564.462,-114.174,1,0
52,75,52,DSO,1162.59,-103.51,0.4,1
52,76,52,Market,1162.59,-130.553,1,0
53,54,53,54,34.6554,-65.336,0,1
53,55,53,55,62.6259,-67.9362,0,1
53,56,53,56,82.0061,-109.1,1,0
53,57,53,57,101.533,-86.358,0,1
53,58,53,58,130.177,-83.4222,0,1
53,59,53,59,160.112,-102.066,0.03,1
53,60,53,60,189.589,-103.656,0.4,1
53,61,53,61,213.588,-96.3986,0,1
53,62,53,62,238.346,-82.8056,0,1
53,63,53,63,263.865,-110.868,1,0
53,64,53,64,286.575,-89.2518,0,1
53,65,53,65,317.775,-120.732,1,0
53,66,53,66,349.451,-102.657,0.15,1
53,67,53,67,380.007,-96.8257,0,1
53,68,53,68,403.767,-87.997,0,1
53,69,53,69,427.619,-120.638,1,0
53,70,53,70,448.447,-100.265,0.0015,1
53,71,53,71,468.722,-108.667,1,0
53,72,53,72,485.603,-106.921,1,0
53,73,53,73,506.187,-105.324,0.8,0
53,74,53,74,532.654,-99.7733,0.0015,1
53,75,53,DSO,1194.4,-94.154,0,1
53,76,53,Market,1194.4,-115.455,1,0
54,55,54,55,28.6531,-74.1048,0,1
54,56,54,56,48.0208,-86.7755,0,1
54,57,54,57,67.2012,-93.5633,0,1
54,58,54,58,95.5877,-86.9087,0,1
54,59,54,59,125.607,-100.593,0.006,1
54,60,54,60,154.987,-103.333,0.15,1
54,61,54,61,178.933,-101.858,0.03,1
54,62,54,62,203.725,-104.996,0.8,0
54,63,54,63,229.26,-97.4214,0,1
54,64,54,64,251.984,-107.196,1,0
54,65,54,65,283.196,-86.969,0,1
54,66,54,66,314.841,-104.098,0.4,1
54,67,54,67,345.419,-84.3596,0,1
54,68,54,68,369.233,-97.3454,0,1
54,69,54,69,393.056,-103.615,0.4,1
54,70,54,70,413.918,-108.539,1,0
54,71,54,71,434.162,-110.899,1,0
54,72,54,72,451.031,-122.19,1,0
54,73,54,73,471.621,-113.602,1,0
54,74,54,74,498.113,-109.498,1,0
54,75,54,DSO,1229.05,-120.968,1,0
54,76,54,Market,1229.05,-132.651,1,0
55,56,55,56,19.4165,-80.3855,0,1
55,57,55,57,38.9487,-81.1263,0,1
55,58,55,58,67.9412,-93.2883,0,1
55,59,55,59,97.6217,-101.052,0.006,1
55,60,55,60,127.287,-82.1473,0,1
55,61,55,61,151.743,-76.8025,0,1
55,62,55,62,176.082,-82.844,0,1
55,63,55,63,201.527,-108.352,1,0
55,64,55,64,224.181,-79.797,0,1
55,65,55,65,255.345,-100.55,0.006,1
55,66,55,66,287.099,-87.8654,0,1
55,67,55,67,317.586,-81.9261,0,1
55,68,55,68,341.248,-121.333,1,0
55,69,55,69,365.141,-94.0134,0,1
55,70,55,70,385.918,-94.0174,0,1
55,71,55,71,406.234,-105.245,0.8,0
55,72,55,72,423.136,-88.6049,0,1
55,73,55,73,443.708,-115.337,1,0
55,74,55,74,470.134,-113.571,1,0
55,75,55,DSO,1256.55,-95.7835,0,1
55,76,55,Market,1256.55,-115.07,1,0
56,57,56,57,19.8494,-79.5933,0,1
56,58,56,58,49.2037,-96.8838,0,1
56,59,56,59,78.492,-101.612,0.03,1
56,60,56,60,108.301,-89.1538,0,1
56,61,56,61,133.06,-100.14,0.0015,1
56,62,56,62,157.08,-106.522,1,0
56,63,56,63,182.455,-114.157,1,0
56,64,56,64,205.061,-82.1031,0,1
56,65,56,65,236.191,-82.1307,0,1
56,66,56,66,267.994,-110.64,1,0
56,67,56,67,298.429,-92.2453,0,1
56,68,56,68,322.014,-102.072,0.03,1
56,69,56,69,345.938,-119.226,1,0
56,70,56,70,366.674,-95.508,0,1
56,71,56,71,387.021,-114.031,1,0
56,72,56,72,403.937,-120.318,1,0
56,73,56,73,424.5,-108.223,1,0
56,74,56,74,450.894,-101.757,0.03,1
56,75,56,DSO,1275.63,-127.109,1,0
56,76,56,Market,1275.63,-124.278,1,0
57,58,57,58,29.4109,-96.8881,0,1
57,59,57,59,58.6941,-92.1835,0,1
57,60,57,60,88.459,-109.52,1,0
57,61,57,61,113.23,-102.326,0.03,1
57,62,57,62,137.244,-114.367,1,0
57,63,57,63,162.641,-108.821,1,0
57,64,57,64,185.267,-82.6182,0,1
57,65,57,65,216.416,-89.7338,0,1
57,66,57,66,248.195,-82.3938,0,1
57,67,57,67,278.657,-119.537,1,0
57,68,57,68,302.3,-84.2236,0,1
57,69,57,69,326.198,-99.2249,0,1
57,70,57,70,346.97,-83.0718,0,1
57,71,57,71,367.289,-87.6443,0,1
57,72,57,72,384.194,-122.24,1,0
57,73,57,73,404.764,-92.6159,0,1
57,74,57,74,431.186,-88.1602,0,1
57,75,57,DSO,1295.43,-102.583,0.15,1
57,76,57,Market,1295.43,-127.594,1,0
58,59,58,59,30.2324,-76.6695,0,1
58,60,58,60,59.4138,-94.5609,0,1
58,61,58,61,83.8689,-107.424,1,0
58,62,58,62,108.19,-91.8622,0,1
58,63,58,63,133.69,-85.7851,0,1
58,64,58,64,156.4,-89.4287,0,1
58,65,58,65,187.609,-88.5484,0,1
58,66,58,66,219.276,-92.6419,0,1
58,67,58,67,249.834,-99.3237,0,1
58,68,58,68,273.66,-90.574,0,1
58,69,58,69,297.469,-83.813,0,1
58,70,58,70,318.347,-118.175,1,0
58,71,58,71,338.576,-106.149,1,0
58,72,58,72,355.443,-111.717,1,0
58,73,58,73,376.033,-115.039,1,0
58,74,58,74,402.534,-84.8093,0,1
58,75,58,DSO,1324.45,-94.2811,0,1
58,76,58,Market,1324.45,-112.578,1,0
59,60,59,60,30,-62.6002,0,1
59,61,59,61,55.5698,-77.825,0,1
59,62,59,62,78.6448,-96.9256,0,1
59,63,59,63,103.966,-73.1727,0,1
59,64,59,64,126.574,-101.628,0.03,1
59,65,59,65,157.724,-111.021,1,0
59,66,59,66,189.505,-111.506,1,0
59,67,59,67,219.966,-109.364,1,0
59,68,59,68,243.655,-96.2319,0,1
59,69,59,69,267.526,-93.4129,0,1
59,70,59,70,288.335,-87.9967,0,1
59,71,59,71,308.623,-113.327,1,0
59,72,59,72,325.518,-115.45,1,0
59,73,59,73,346.094,-95.4456,0,1
59,74,59,74,372.543,-84.2125,0,1
59,75,59,DSO,1354.12,-106.625,1,0
59,76,59,Market,1354.12,-98.321,0,1
60,61,60,61,26,-97.1,0,1
60,62,60,62,48.7955,-99.5454,0.0015,1
60,63,60,63,74.2765,-108.17,1,0
60,64,60,64,97,-99.5257,0.0015,1
60,65,60,65,128.222,-94.7777,0,1
60,66,60,66,159.862,-95.0091,0,1
60,67,60,67,190.434,-115.348,1,0
60,68,60,68,214.336,-94.0688,0,1
60,69,60,69,238.097,-114.731,1,0
60,70,60,70,259.023,-115.414,1,0
60,71,60,71,279.206,-101.316,0.006,1
60,72,60,72,296.057,-98.9926,0,1
60,73,60,73,316.653,-96.5978,0,1
60,74,60,74,343.185,-95.6766,0,1
60,75,60,DSO,1383.84,-122.912,1,0
60,76,60,Market,1383.84,-117.556,1,0
61,62,61,62,26.4008,-78.3343,0,1
61,63,61,63,51.6236,-75.277,0,1
61,64,61,64,74.3303,-93.308,0,1
61,65,61,65,105.437,-101.726,0.03,1
61,66,61,66,136.499,-113.995,1,0
61,67,61,67,167.263,-97.8918,0,1
61,68,61,68,191.604,-108.281,1,0
61,69,61,69,215.058,-107.585,1,0
61,70,61,70,236.205,-92.5131,0,1
61,71,61,71,256.125,-103.936,0.4,1
61,72,61,72,272.855,-83.9548,0,1
61,73,61,73,293.471,-120.82,1,0
61,74,61,74,320.156,-89.1797,0,1
61,75,61,DSO,1407.98,-103.515,0.4,1
61,76,61,Market,1407.98,-115.722,1,0
62,63,62,63,25.6125,-90.8348,0,1
62,64,62,64,48.4149,-82.0599,0,1
62,65,62,65,79.6492,-105.764,1,0
62,66,62,66,111.126,-104.619,0.8,0
62,67,62,67,141.767,-83.3223,0,1
62,68,62,68,165.858,-113.399,1,0
62,69,62,69,189.497,-101.056,0.006,1
62,70,62,70,210.523,-85.2568,0,1
62,71,62,71,230.601,-93.3863,0,1
62,72,62,72,247.413,-113.947,1,0
62,73,62,73,268.019,-116.852,1,0
62,74,62,74,294.613,-119.357,1,0
62,75,62,DSO,1432.63,-127.211,1,0
62,76,62,Market,1432.63,-133.178,1,0
63,64,63,64,22.8035,-96.2026,0,1
63,65,63,65,54.037,-67.8445,0,1
63,66,63,66,85.5862,-90.3258,0,1
63,67,63,67,116.181,-75.2822,0,1
63,68,63,68,140.246,-86.3342,0,1
63,69,63,69,163.893,-76.1993,0,1
63,70,63,70,184.911,-113.245,1,0
63,71,63,71,205,-90.4185,0,1
63,72,63,72,221.822,-93.3003,0,1
63,73,63,73,242.425,-81.5957,0,1
63,74,63,74,269.007,-96.5685,0,1
63,75,63,DSO,1458.07,-106.706,1,0
63,76,63,Market,1458.07,-100.723,0.006,1
64,65,64,65,31.241,-75.8114,0,1
64,66,64,66,62.9365,-103.08,0.15,1
64,67,64,67,93.4345,-109.233,1,0
64,68,64,68,117.444,-99.6881,0.0015,1
64,69,64,69,141.113,-93.7456,0,1
64,70,64,70,162.111,-83.2196,0,1
64,71,64,71,182.222,-88.0178,0,1
64,72,64,72,199.06,-101.018,0.006,1
64,73,64,73,219.659,-98.6314,0,1
64,74,64,74,246.221,-97.5802,0,1
64,75,64,DSO,1480.69,-120.82,1,0
64,76,64,Market,1480.69,-132.574,1,0
65,66,65,66,32.0156,-66.2333,0,1
65,67,65,67,62.2415,-84.4311,0,1
65,68,65,68,86.2148,-100.71,0.006,1
65,69,65,69,109.877,-90.0359,0,1
65,70,65,70,130.874,-108.091,1,0
65,71,65,71,150.987,-107.311,1,0
65,72,65,72,167.836,-109.944,1,0
65,73,65,73,188.43,-77.8083,0,1
65,74,65,74,214.981,-113.944,1,0
65,75,65,DSO,1511.79,-127.859,1,0
65,76,65,Market,1511.79,-110.54,1,0
66,67,66,67,30.8058,-99.3142,0,1
66,68,66,68,55.5698,-84.3252,0,1
66,69,66,69,78.6003,-85.5584,0,1
66,70,66,70,99.8649,-75.7277,0,1
66,71,66,71,119.633,-109.568,1,0
66,72,66,72,136.36,-83.4022,0,1
66,73,66,73,156.975,-79.4085,0,1
66,74,66,74,183.663,-115.809,1,0
66,75,66,DSO,1543.62,-117.277,1,0
66,76,66,Market,1543.62,-106.832,1,0
67,68,67,68,25.0799,-77.6358,0,1
67,69,67,69,47.8017,-101.561,0.03,1
67,70,67,70,69.0652,-92.7634,0,1
67,71,67,71,88.8651,-106.273,1,0
67,72,67,72,105.646,-93.8693,0,1
67,73,67,73,126.254,-110.601,1,0
67,74,67,74,152.895,-103.047,0.15,1
67,75,67,DSO,1574.02,-101.862,0.03,1
67,76,67,Market,1574.02,-126.314,1,0
68,69,68,69,24.2074,-94.5441,0,1
68,70,68,70,44.6878,-79.5618,0,1
68,71,68,71,65.0538,-93.2215,0,1
68,72,68,72,82.0366,-84.3017,0,1
68,73,68,73,102.533,-80.3186,0,1
68,74,68,74,128.888,-96.2864,0,1
68,75,68,DSO,1597.38,-109.549,1,0
68,76,68,Market,1597.38,-134.881,1,0
69,70,69,70,21.4709,-64.71,0,1
69,71,69,71,41.1096,-82.7137,0,1
69,72,69,72,58,-84.7187,0,1
69,73,69,73,78.5684,-74.9174,0,1
69,74,69,74,105.119,-75.4608,0,1
69,75,69,DSO,1621.41,-134.612,1,0
69,76,69,Market,1621.41,-102.487,0.15,1
70,71,70,71,20.8087,-65.587,0,1
70,72,70,72,37.8021,-71.1144,0,1
70,73,70,73,58.0517,-90.6588,0,1
70,74,70,74,84.22,-97.8256,0,1
70,75,70,DSO,1641.95,-126.768,1,0
70,76,70,Market,1641.95,-118.936,1,0
71,72,71,72,17.0294,-73.0704,0,1
71,73,71,73,37.4833,-98.0859,0,1
71,74,71,74,64.0312,-102.214,0.03,1
